url,texte,auteur,date,likes,video_url,video_titre,chaine,word_count
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@camille9411,"C'est fou, la mère de Valérie l'a laissé aux mains de son mari, alors que Valérie, elle, n'a pas hésité à tué la personne qui était susceptible de toucher sa propre fille, rien qu'avec cela, la justice devrait ouvrir les yeux ...",,2021-02-14,377,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,42
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@yvette8049,"Valérie n'est pas une tueuse. Elle s'est défendue face à son bourreau.
Elle a été condamnée à 4 ans de prison dont 3 avec sursis. Elle aurait même mérité l'acquittement.",,2025-06-09,341,https://www.youtube.com/watch?v=1DrcFK5gk9k,Valérie Bacot : Son procès a bouleversé l’opinion publique,YouTube — Canal Crime,30
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@hay9316,Non mais sérieux la mère de Valérie !!! C´est clairement de sa faute tout ce qui est arrivé a Valérie. Elle devrait être poursuivie. J´espere vraiment que Valérie n´aura pas de peine de prison a vie.,,2021-02-14,328,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,36
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@SailorNeptunexx,S’il y a une femme tatoueuse qui pratique les covers de tatoos il faut contacter Valérie ! 💚 Plein de soutien pour vous Valérie dans votre reconstruction.,,2023-09-22,283,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,27
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@l2yzz,"Salut tibo j'espère tu va bien , merci de nous faire beaucoup de vidéo bientôt les 11 millions incroyableee 🎉 Merci aussi de nous montrer qu'on est pas seul et que il y a plein de gens dans le monde qui souffre et qu'ils ont beaucoup de problèmes ❤ Courage à Valérie force et respect à elle pour son parcours qu'elle à vécu c'est dégueu les gens qui font du mal aux femmes ou des choses comme ça vraiment je comprend même plus le monde 😢 Bon visionnage et bonne journée ✨️",,2023-09-22,261,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,92
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@lessismore25,"Bravo à Valérie d’avoir eu une énième fois le courage de faire passer son parcours devant les caméras (puisque tout avait été médiatisé à l’époque). Tout mon soutien pour la suite, vous méritez la paix avec votre famille✨",,2023-09-22,228,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,38
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@Rebecca_lht,"C’est très difficile d’entendre Valérie parler d’elle, elle est si injuste avec elle-même. 
Vous avez sauvé vos enfants, et leur avez offert un avenir. 
Vous avez notre soutien et toute notre bienveillance. 
Plein de belles choses à vous et vos enfants. ✨✨",,2023-09-22,209,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,42
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@christelleroussel3252,"Merci mon dieu que la justice française pour une fois soit du côté de la vraie victime dans cette affaire, sans compter les enfants aussi... bonne route à toi Valérie et essaie de profiter de la vie avec tes enfants chaque jour sera une renaissance...🫶🩷💜💕💚",,2025-06-08,205,https://www.youtube.com/watch?v=1DrcFK5gk9k,Valérie Bacot : Son procès a bouleversé l’opinion publique,YouTube — Canal Crime,45
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@Raffaella.,C’est trop triste si Valérie fini ses jours en prison parce que ça veut dire qu’elle n’aura jamais connu une vie normale...,,2021-02-14,202,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,22
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@Lili_90180,"il l'a viole et il reste en prison pendant 2 ans
valerie le tire dessus apres tout ce qu'il lui a fait  et elle doit rester en prison a vie ... 
??? c'est un truc de dingue quand meme",,2021-02-14,188,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,39
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@Maria-vf6zm,"Récemment (source: France Inter) une femme assassinée par son conjoint avait déposé 20 plaintes. 20. Et elle est quand même morte! Alors si une femme, pour échapper à l'enfer, tue son conjoint, ne peut-on pas dire que la Justice est également coupable de ce crime?",,2021-06-25,183,https://www.youtube.com/watch?v=rFArRZ-5J4U,Procès de Valérie Bacot : les conclusions glaçantes des experts,YouTube — Le Point,45
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@sarahmerluzzi,"A toutes les femmes battues,violées,humiliées,... bravo Valérie vous avez eu le courage et la force que malheureusement beaucoup de femmes n ont pas... Nous sommes Valérie!",,2025-06-09,175,https://www.youtube.com/watch?v=1DrcFK5gk9k,Valérie Bacot : Son procès a bouleversé l’opinion publique,YouTube — Canal Crime,26
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@sifaks1336,"Ses réactions sont tout à fait compréhensibles, c'est le syllogisme d'une perpétuelle atrocité affligé par un tel déchet de l'humanité au point de vivre dans une déréalisation constante, une distorsion entre ses pensées et émotions, elle se sent toujours perdue et sous l'emprise de son ombre toxique. Courage et surtout .. tu as bien fait, aucun remord ni culpabilité.",,2023-09-24,169,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,59
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@LaliieOkey,"Encore un mot pour Valérie d’une jeune maman et victime de violences pendant quatre ans. Vous êtes l’incarnation même de la sagesse même si je trouve ça dure de vous entendre avec des remords qui vous pèses. Vos enfants vous ont prouvé que votre amour les a poussé à défendre celle qui a été leur seule repères d’amour avec les armes qu’on vous a laissé et ces chaînes que vous avez réussi à briser.
Courage et le meilleur pour la suite votre histoire est dure mais tellement d’inspiration d’espoir transpire dans vos yeux ❤",,2023-09-22,161,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,94
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@vince7196,"Valérie, tu n'as pas à être en prison.Tout ce que tu as subie est sorti en un coup de canon.Tu n'as pas à t'en vouloir bien au contraire.Tu as sauvée tes enfants et sûrement toi aussi.Tu es tres forte.Je te souhaite vraiment énormément de bonheur pour la suite tu le mérites
Merci à toi aussi Tibo",,2023-09-22,159,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,56
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@heidihenc4607,"Update : le procès est terminé, Valérie Bacot a été reconnue coupable du meurtre et condamnée à 4 ans de prison dont 3 avec sursis, mais comme elle a déjà passé un an en prison avant son procès elle n'y retournera pas ! Elle va enfin pouvoir commencer à vivre sa vie comme elle l'entend.",,2021-06-26,150,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,55
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@5oul_on_dIsplaY,C’est vraiment poignant comme témoignage. C’est douloureux d’entendre comme Valérie est encore sous l’emprise du bourreau qui a gangrené sa vie. Je lui envois tout mon soutien et je lui souhaite à elle et à ses enfants de pouvoir continuer de se reconstruire au-delà de tout.,,2023-09-23,147,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,46
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@TechnoBoomer,"L'histoire de Valérie Bacot m'a littéralement retourné. Cette femme est une héroïne. Une vraie, de celles qui font avancer les choses et bouger les lignes. Respect total.",,2025-12-03,130,https://www.youtube.com/watch?v=6Uz0O5OX63o,"Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",YouTube — Faites entrer l’accusé - Officielle,27
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@abina1094,Merci à Valérie d’avoir partagé son témoignage c’est trop triste. Le courage qu’elle a. Merci à toi Thibault pour avoir fait cette vidéo,,2023-09-22,127,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,23
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@Max-qu9zr,C'est vraiment un témoignage horrible et poignant. Le plus triste c'est de voir comment elle est encore sous son emprise et le fait qu'elle regrette son acte. J'espère que désormais elle vie une incroyable vie et qu'elle arrivera à comprendre que son acte est plus que légitime.,,2024-01-02,124,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,47
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@audethumerel4484,"C’est tellement insupportable de penser que certains de nos semblables peuvent être monstrueux. Ton système de survie te protège en  te faisant culpabiliser. C’est plus supportable de culpabiliser que de voir l’immensité de l’horreur dans laquelle tu as vécu. Et pourtant Valérie tu es une survivante, tu t’es incroyablement adaptée à un environnement invivable et tu t’en es sortie ! Tu as réussi à trouver une autre issue que la mort avec un monstre pareil et un système autour de lui défaillant voire pervers. Tu as trouvé une autre issue que la mort et l’abus de se monstre sur tes enfants. Le verdict le dit et tous les gens sensé le savent,  que tuer était ta seule opportunité de te sauver face à la mort les tortures et sévices sexuels sur toi et tes enfants. Courage et bravo d’aider d’autres personnes en osant prendre la parole",,2023-09-26,124,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,146
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@Caro-Isa,"Quelle femme courageuse, elle a protégé ses enfants. Elle a pris une vie mais il ne faut pas oublier que le bourreau a pris la sienne, elle a vécu l'enfer.

Force et courage à elle, j'espère qu'un jour elle réalisera qu'elle était une victime ❤",,2023-10-07,123,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,45
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@FujiVLR,"La façon qu'elle a de s'exprimer laisse comprendre qu'elle est toujours sous le choc et oui ça reconstruction prendra tellement de temps après tant d'emprise, ces phrase reste relativement vague. Faut être forte pour faire ce qu'elle à fait, et non ce n'est pas une honte d'avoir tuer son bourreau. La justice française n'a pas été à la hauteur et comme toujours elle minimise les faits parce que ça arrange. Encore heureux qu'elle n'est pas fait 15 ans de prison pour meurtre parce que là ça aurait été une injustice de plus.",,2023-09-22,122,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,92
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@PaulAraour-vm8gp,"Les gendarmes ont merdés sur cette affaire quand les enfants de Valérie, ont été les voirs et que ces enfants ce sont faits jeté en disant ""c'est à vôtre mère de venir"" alors que Polette la fliquait.",,2025-12-02,120,https://www.youtube.com/watch?v=6Uz0O5OX63o,"Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",YouTube — Faites entrer l’accusé - Officielle,37
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@learn5736,"J’ai personnellement très bien connu Valérie et ses enfants, j’allais jouer avec sa fille (dont je ne citerais pas le prénom) et ses garçons qui sont du même âge que moi, chez eux, et je ne pouvais y aller que lorsque Daniel était pas là et elle disait à ma mère de venir me chercher avant qu’il ne revienne. A l’époque je me rendais pas compte de tout ça, je savais qu’ils avaient pas une vie facile, on le voyait tous mais personne, pas même ma maman ne s’imaginait l’enfer qu’elle vivait. Quand le soir à l’école primaire à baudemont, les mamans venaient nous chercher, ma mère essayait de discuter avec Valérie mais elle disait qu’elle n’avait pas le temps de rester parler, qu’il fallait qu’elle rentre au plus vite parce que son mari allait pas être content. Et je dois bien avoué que lorsque Daniel était là, il y avait une grosse tension et j’avais peur de lui, il m’inspirait pas confiance du tout. Ça me fait tellement de la peine de savoir qu’elle risque la prison à vie alors que tout ce qu’elle a fait c’était de sauver ses enfants et se sauver elle-même. Je ne dis pas que tuer quelqu’un est légitime avec un passé comme le sien mais si on se mets à sa place, comment on aurait réagi ?",,2021-05-15,101,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,224
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@samhee.92,"Donc au lieu de protéger son enfant, la mère décide de réagir par jalousie et de jeter son enfant hors de la maison 🙃 ça donne juste envie de hurler!!! Seigneur pauvre femme, pauvre enfant, littéralement PERSONNE dans son entourage ne l'a protéger! Et on s'étonne qu'elle à fait ça! Bref courage à Valérie! Je signe de ce pas!",,2021-02-14,99,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,59
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@loisgirard723,"Encore une fois, merci Tibo de nous offrir ce type de contenu ! Tu es dans l'accompagnement des personnes que tu interviews et tu cherches à ne pas les offusquer ! La justice a très mal fait les choses quand vous étiez petite ! Vous n'avez pas à vous en vouloir de l'avoir tué. Le fait que vous l'ayez fait disparaitre à soulager bien des cœurs, et vous avez également éviter d'autres futures victimes (petit-enfants etc...)",,2023-09-24,86,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,76
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@citlalyaries9651,"C'est la mère de Valérie qui doit être jugée pour avoir livrée sa fille à ce monstre.
Acquittement pour elle. Elle n'a eu ni d'adolescence, ni jeunesse, toute une vie de souffrance.

La  justice peut lui donné l'opportunité de reconstruire sa vie à côté de ses enfants.",,2021-06-25,84,https://www.youtube.com/watch?v=rFArRZ-5J4U,Procès de Valérie Bacot : les conclusions glaçantes des experts,YouTube — Le Point,47
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@helenenugue5315,"J'ai été très choquée par l'histoire de Valérie quand j'en ai entendu parler, mais alors là je suis déchirée par son récit et ses mots....
Non Valérie, ta place n'est pas en prison. Tout ce que tu as subi est anormal, tu n'as jamais eu de cadre sécurisant, tu as vécu des sévices, et ensuite le monstre qui t'as violée t'as enlevé ta liberté t'as utilisé comme un objet et comme un moyen. Il t'a livré à d'autres monstres. 
Ce que tu as fait, c'est l'instinct de survie. Ce que tu as subi est intolérable. Et tu as bien assez payé. 
Tout ce que tu as à faire maintenant c'est de prendre soin de toi, et de tes proches. J'aimerais au contraire que tu puisses te réparer de tout ça. Je te le souhaite de tout mon cœur.",,2023-11-02,84,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,138
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@kherbouchelyna6679,Le niveau de dysfonctionnement dans ces familles est sidérant : entre les parents qui laissent leur fils les frapper à sang et la mère qui défend le vi*leur de sa fille. J’ai de la peine pour Valérie et pour la fratrie Polette 😢,,2025-12-02,78,https://www.youtube.com/watch?v=6Uz0O5OX63o,"Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",YouTube — Faites entrer l’accusé - Officielle,43
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@Val1973Sakura,"Je vais signer cette pétition, j’espère qu’elle ne sera pas punie sa vie est une suite de misères et d’échecs, Valérie doit avoir droit à une vie normale",,2021-02-14,76,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,28
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@sibellebelle6488,"Valérie, si tu l’avais dénoncé et qu’il avait été en prison, à sa sortie c’est toi et peut-être ses enfants qu’il aurait tué. 
C’est triste qu’ils en soit arrivé là mais ils n’avaient pas le choix. 
Je souhaite du courage à cette famille pour la suite, ils en auront grandement besoin.",,2025-06-08,72,https://www.youtube.com/watch?v=1DrcFK5gk9k,Valérie Bacot : Son procès a bouleversé l’opinion publique,YouTube — Canal Crime,51
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@francinerochat316,"Et la génitrice de Valérie ?
Elle aurait dû prendre 20 ans de prison 
Un VRAI MONSTRE 
Qu'est Elle devenue ?",,2025-06-09,70,https://www.youtube.com/watch?v=1DrcFK5gk9k,Valérie Bacot : Son procès a bouleversé l’opinion publique,YouTube — Canal Crime,21
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@Cleopatresarah,"""en 20 ans Valérie Bacot n'a pas trouvé moyen de déposer plainte ?"" : typiquement une question de mec ...
Daniel Polette n'a eu que ce qu'il méritait, une balle dans la tête. 
Et Valérie s'est faite justice elle-même dans une société qui ne l'a jamais protégé",,2025-12-07,69,https://www.youtube.com/watch?v=6Uz0O5OX63o,"Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",YouTube — Faites entrer l’accusé - Officielle,47
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@jdwarferc3754,Sa mère aurait du être lourdement condamnée pour non assistance à personne en danger. Elle aurait du sauver sa fille mais n'a rien fait/,,2025-12-03,68,https://www.youtube.com/watch?v=6Uz0O5OX63o,"Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",YouTube — Faites entrer l’accusé - Officielle,24
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@ntbntb6211,"La mère de Valérie n es pas digne d être une maman ,elle a laisser sa fille a ce monstre quel honte ,courage Valérie",,2021-02-14,68,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,24
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@camillehru4145,Merci Thibault de lui avoir donné la parole. C’est une interview importante et je sais qu’elle sera utile à d’autres femmes. Merci Valérie pour votre témoignage ! Je vous souhaite que vous ayez une belle suite de vie vous le méritez !!,,2023-09-23,64,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,42
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@lumiereternellemb9656,"Après avoir visualisé toute la vidéo ,je vous dis Bravo Valerie !
Vous êtes une maman et une femme !!",,2025-06-12,63,https://www.youtube.com/watch?v=1DrcFK5gk9k,Valérie Bacot : Son procès a bouleversé l’opinion publique,YouTube — Canal Crime,20
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@mathildes8583,"Témoignage qui rappelle l'importance pour la police et la gendarmerie d'écouter l'entourage des victimes, car les victimes elles-mêmes peuvent rarement se déplacer sans se mettre en danger de mort...",,2023-09-23,63,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,29
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@Charlie-ic6qs,"Pétition signée! J’espère que la justice sera clémente et juste, au vu de la souffrance de cette femme. Courage à elle et à ses enfants!",,2021-02-14,63,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,YouTube — Victoria Charlton,25
https://www.youtube.com/watch?v=gd-ScjW1rpM#comment_@evelynesaliques6850,"Merci à cette famille, Valérie a eu au moins la chance de les avoir pour la soutenir... J'espère que la justice sera enfin faite en sa faveur. Tout mon soutien pour Valérie.",,2021-06-24,62,https://www.youtube.com/watch?v=gd-ScjW1rpM,"Affaire Valérie Bacot: &quot;la victime c&#39;est Valérie, personne d&#39;autre&quot; juge le frère de Daniel Polette",YouTube — RMC,32
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@yaniskaoudji7440,"Valérie ne mérite pas la prison comme elle le dit, elle a fait ce qu’il fallait pour survivre et protéger ces enfants, c’est une vraie guerrière.
J’espère que tu iras mieux avec le temps grosse force à toi",,2023-09-22,62,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,YouTube — Tibo InShape,38
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@carolelevaux3739,"Courage Madame. Tout mon soutien de Belgique, 
J''espère que votre peine sera le minimum ou au mieux que vous serez acquittée 🙏
Quand va-t-on enfin avoir 1 système qui protège les personnes maltraitées !!! ???",,2025-06-08,59,https://www.youtube.com/watch?v=1DrcFK5gk9k,Valérie Bacot : Son procès a bouleversé l’opinion publique,YouTube — Canal Crime,35
